Total Jobs,Average Labor Hours Per Unit,Max Labor Hours Per Unit,Min Labor Hours Per Unit,Jobs Over Standard,Percentage Over Standard
57,10.883877192982453,30.139999999999997,2.962,41,71.9298245614035
